biomass	fertiliser	leaf_n	light
8.377357089412	B	2.9047294915112	14.0857573971152
14.9004721566412	B	2.38646701679456	10.1148944487795
3.91472929745922	C	2.48795388435855	23.0117130931467
13.618182119957	A	3.09544405986105	8.64569905679673
12.1740873654231	C	2.27492197050916	11.93884474691
5.68719308243581	C	3.16511710381771	19.8310958826914
11.3346643283547	B	2.73744169064885	10.2431589690968
2.29347893131858	A	2.00679094227763	19.6845338400453
5.30954140475364	A	2.38078043217906	17.9737189458683
5.62220183731251	B	2.29755038313318	19.4791351445019
13.9517932081588	A	2.02368836646082	5.05343219731003
12.5789686932247	A	1.74128712808087	8.12347061000764
5.77646916641661	B	2.64472900352923	17.883077878505
5.51472288098054	B	1.92024520334802	17.5645536230877
8.48860658024137	B	2.80820497400124	14.1385804722086
4.81083485081231	B	2.5313536235827	21.1409826623276
9.57494830161225	A	1.89338801508183	10.630917432718
14.001887805893	B	2.6633736288244	6.90961720887572
13.7389435858165	B	2.93063443754584	10.8541723247617
4.62800444568125	A	2.82525652882941	18.2161044795066
5.89226839827449	B	2.31241500686227	17.0399793656543
5.46853137933892	B	2.27792650224073	18.1558864889666
4.1678668762418	C	1.97245584540841	20.6184520944953
18.6742057767818	C	3.44432605787078	5.57865708135068
10.9372967680304	C	2.35532193510091	14.5454335585237
10.5878882387416	B	3.18698739288436	15.3862481797114
17.6508201200484	C	2.71731135113919	8.14576149918139
3.02948504145782	A	3.01128294932469	20.0211166543886
17.4441223458482	C	1.79349699441218	5.28050060383976
15.7840104005349	B	2.42909789618812	7.0607034675777
14.8269841914051	C	2.38465617444022	10.527301421389
16.2491014838485	C	2.50789859299175	8.53838441893458
3.80070290226338	A	2.62368444621324	19.1237342637032
17.3247650146914	C	2.42223644965944	5.64919222146273
5.99984131068638	C	2.46272018711941	18.9595842268318
4.88533311965549	B	2.77684749255687	18.7979305395856
7.15651612699951	A	1.89001863071593	12.8102734871209
6.53389870518333	A	2.74354803452629	14.786986168474
17.3114914343389	C	2.35597298408058	6.51570491027087
7.06284309815463	B	2.12680455186625	16.4163545100018
4.41930175972102	C	2.5665684319299	23.7856756895781
7.5337195858455	A	2.14663493364869	12.1511087799445
10.7648583083254	A	1.95206469692668	10.040506972
6.85641329335239	B	2.14970045817844	17.6906339684501
4.93247049674399	B	2.03380997549371	18.7939916038886
2.06320509408812	B	2.34349401780511	22.3188946815208
17.1578969726242	C	2.78879909265065	9.18750680051744
2.95465842165406	A	1.96325747399059	16.7509218864143
12.6497183635906	A	2.52540043668198	8.82370746694505
9.18954616105577	B	2.07262612653953	14.8475187411532
15.0715885646942	A	2.79441598976	5.59942560270429
4.08327698871479	A	2.19692974650544	20.546686956659
2.22435754892045	B	2.61215267105367	23.7163607915863
9.79007701090345	C	2.30287403377232	15.6509769661352
14.7459340645995	A	2.98038491681183	5.44227372389287
14.7663517041807	C	2.93339716346755	9.7174007166177
4.88402332917644	B	2.71170228654806	17.2440184932202
12.3286623243109	C	2.97648252093398	15.0046493811533
7.72297135500734	C	2.7037638161506	20.2452917443588
4.13352839091543	C	2.43663455546715	21.9335801014677
0.849886240482772	A	1.84569972439428	20.837778840214
2.84958722563082	A	1.94771808245825	20.9532007900998
10.5438231565973	B	2.45484370721994	12.7244974393398
11.7180490887192	C	2.39601978010348	12.9831117810681
