passes	temp	wind	moon	habitat
8	16.7208467867777	0.909934929572046	0.577202372252941	Urban
2	16.2138614272037	5.39292910974473	0.690913525177166	Urban
14	15.9372071364742	3.09730086335912	0.027342846384272	Farmland
5	13.5294853589569	1.23408957291394	0.97213793033734	Farmland
4	11.537493122725	5.20725446334109	0.266252702567726	Woodland
21	13.840815515827	0.997436051722616	0.72684133797884	Woodland
4	8.43393150535964	5.17479145573452	0.273338218452409	Farmland
19	14.7536862435131	1.88351606950164	0.728025384712964	Woodland
6	15.5669548639273	1.9138948135078	0.544091428630054	Urban
24	16.8529916042893	0.52828782889992	0.831606516381726	Farmland
14	14.0442073107009	2.94800755335018	0.809358215890825	Woodland
4	9.39373622098793	4.48825879627839	0.812714870087802	Woodland
23	19.3896847452761	4.70953479828313	0.348673899890855	Woodland
7	13.7592468701597	1.29586721537635	0.189382665092126	Urban
14	17.2351419617605	4.49494534917176	0.160219084005803	Woodland
14	12.1322283979975	3.04325213329867	0.721182808047161	Woodland
11	20.4899079837014	3.74845672678202	0.72695027012378	Urban
8	13.1886224611519	4.3024458931759	0.507015225244686	Woodland
8	16.9359129277924	3.39119303366169	0.640061021549627	Urban
7	13.6924683712435	0.74371113628149	0.336789882741868	Urban
4	9.28488885716906	1.28992245811969	0.3724717090372	Urban
3	15.3213134945349	5.87301893904805	0.358827041462064	Urban
7	8.21788516231635	0.380602729506791	0.823409947333857	Farmland
5	15.1069877535323	5.581662110053	0.758816313929856	Woodland
8	11.6548352156362	0.643159541767091	0.786337199155241	Urban
18	14.801768341177	1.65802075294778	0.160743439337239	Farmland
27	13.4391834868657	2.00094749266282	0.29019677801989	Woodland
12	17.6163399552521	4.12260085484013	0.264968025032431	Farmland
13	15.1084838386079	1.35645193280652	0.565645498922095	Farmland
17	16.4429821250107	0.816970501095057	0.969051183201373	Farmland
5	11.9006152754606	2.97629336128011	0.172264531254768	Farmland
6	16.8346978973823	3.93774395249784	0.534834444755688	Farmland
25	18.5869503853753	3.01369130657986	0.0543271149508655	Farmland
15	16.0778086219287	5.64007946290076	0.182349690701813	Woodland
12	16.626243472401	4.35045950068161	0.209376819198951	Farmland
5	6.4293384055161	5.1398126995191	0.465914975386113	Woodland
8	11.6335681542006	1.00311496015638	0.00388299580663443	Urban
20	19.5658373310407	0.962144827935845	0.737065093591809	Urban
6	12.3239911923376	4.84573234710842	0.384469208307564	Urban
7	17.2931828426349	5.21974849049002	0.196941813919693	Urban
3	11.2800940896169	4.70153054455295	0.942747225984931	Woodland
12	13.3542337545771	0.583555368706584	0.488305289531127	Urban
11	18.8593673901678	2.80143251968548	0.952470350312069	Urban
9	10.7272325516842	4.66196551546454	0.471036558272317	Woodland
7	15.0098583251429	1.65168203925714	0.491405178559944	Urban
81	19.6052839144158	0.160364511888474	0.485087843844667	Woodland
3	9.01554478111868	5.44419174827635	0.265240665525198	Farmland
10	13.2800798675055	3.76601827517152	0.908692984608933	Farmland
32	18.0929716245164	0.335849226918072	0.719205563189462	Farmland
11	14.040539780895	1.9713880866766	0.618450478184968	Farmland
2	13.0304392815438	4.92819655034691	0.971519165439531	Farmland
18	12.2799252049872	0.787439342122525	0.091818084474653	Woodland
18	16.944438495069	4.9867523512803	0.109342361800373	Farmland
15	16.8769405007925	1.76128412503749	0.274552741320804	Urban
13	16.7839094505873	3.84234813787043	0.651212147669867	Farmland
13	11.9690717066451	3.5910806581378	0.590694695711136	Woodland
3	15.9814888916866	5.92180297058076	0.513097180519253	Urban
24	17.6012205504744	2.13659737352282	0.0495673737023026	Farmland
2	11.0767818722797	3.65976548194885	0.993445803178474	Farmland
8	16.2439851757189	3.746921508573	0.980262087658048	Farmland
14	16.2193526045262	2.65779856592417	0.967242274899036	Woodland
13	9.30985814363468	0.403343671001494	0.0205122279003263	Farmland
18	15.1452838315148	2.1323051545769	0.848582142498344	Woodland
20	17.0334481119747	2.28426837455481	0.847181702964008	Farmland
9	11.2066648995509	1.16965908324346	0.218371646013111	Urban
2	12.2184909422375	4.62335471296683	0.940732399234548	Urban
23	9.46255824206479	0.0507774702273309	0.69242876349017	Woodland
19	16.4866712162269	0.658344556577504	0.876991456141695	Farmland
9	14.9198984926861	4.84325532568619	0.214066510088742	Farmland
9	15.5353692802851	3.76105476915836	0.208919832948595	Farmland
7	13.9049978527848	4.83650945406407	0.836284231860191	Farmland
39	16.0316397086108	0.844227118883282	0.00903976103290915	Farmland
17	18.3222727903628	0.98933665221557	0.710177477449179	Urban
23	15.6637113066198	0.169871312566102	0.989722508238629	Woodland
11	14.942664402955	2.41138132615015	0.0123606177512556	Farmland
29	17.2896645872941	1.19402330042794	0.237849832745269	Farmland
8	15.2450357478364	5.72724355012178	0.558942634845152	Woodland
2	12.8410478446465	2.4006675244309	0.767579938983545	Urban
8	15.0017481570826	3.09848434478045	0.132986493641511	Urban
44	18.0668806561642	0.296094822697341	0.807449812069535	Woodland
26	17.4998767903753	1.8734820233658	0.0710714391898364	Farmland
5	14.2333999134544	5.08737006504089	0.649918320588768	Woodland
8	16.9433857401853	1.25350689981133	0.883554946631193	Urban
14	11.8897032642241	0.183620465453714	0.132739078253508	Farmland
12	16.9735119424357	2.68589789466932	0.384409397607669	Urban
20	19.5687752752557	2.29664029274136	0.894968134583905	Woodland
4	16.0717185327765	5.67879939917475	0.0765789810102433	Farmland
13	14.4000051446455	1.38711247639731	0.609044507378712	Woodland
17	20.5937541291888	3.07393453130499	0.0798806804232299	Urban
10	15.0189879279391	2.68000662093982	0.762373886536807	Farmland
16	17.5950839459582	4.6551799220033	0.5996813706588	Woodland
4	9.58400568793033	5.24102071300149	0.979324250947684	Woodland
21	13.0876423083264	0.883676361758262	0.373305618297309	Woodland
10	15.4043575831458	4.3687959741801	0.449041214538738	Farmland
26	14.0938261573219	1.48290699161589	0.587584854336455	Woodland
23	16.2089109581756	3.5264132344164	0.0424335745628923	Farmland
57	16.1093821702524	0.137319372966886	0.0190775850787759	Woodland
15	14.7077070818224	3.82902781292796	0.660919826710597	Woodland
6	11.8591504546995	5.11046487512067	0.967437001410872	Farmland
17	16.7582188723779	2.144909276627	0.797627360094339	Farmland
4	17.0689540439591	3.70754046924412	0.499557067872956	Urban
17	18.2326448053968	3.06266591325402	0.542635496240109	Farmland
26	15.1773093088324	1.96297310991213	0.133212309330702	Farmland
10	14.2993764504654	3.89553180662915	0.868448846740648	Farmland
5	11.5208576138581	1.32845881814137	0.781899367459118	Urban
29	14.7460266529959	1.37837256956846	0.316081424010918	Farmland
12	14.1465400648626	2.31447721878067	0.194154240656644	Urban
1	11.9469418457704	2.51422408316284	0.933651032391936	Urban
13	12.6712998280302	1.374655790627	0.76465613162145	Woodland
30	15.6073829680304	1.77596559980884	0.315404904307798	Woodland
24	16.9025548919482	2.09959749039263	0.370280841132626	Farmland
8	10.7252442668124	1.71904785884544	0.143859617644921	Urban
5	11.7769682083843	3.37533628055826	0.454381064046174	Woodland
16	14.7083438768864	3.55923443147913	0.361284063663334	Woodland
7	16.9210930694371	3.57732180599123	0.85961014428176	Urban
14	13.3003030750088	0.395378643181175	0.50077481335029	Farmland
44	18.352161638017	0.210389069281518	0.572175601962954	Farmland
6	13.6603099559875	5.89512248570099	0.196952010737732	Woodland
33	16.372096371085	1.54842960415408	0.164467883529142	Farmland
14	16.4392521118178	2.82697556773201	0.264605703530833	Farmland
14	20.5949582888264	5.72084130998701	0.993219037074596	Woodland
11	9.50499827573263	3.25682656746358	0.357205347390845	Woodland
43	16.64937710992	0.347439179196954	0.0597807879094034	Woodland
14	14.6797397530983	4.35078253643587	0.27336801099591	Farmland
14	14.6872677370793	2.82079492555931	0.741098218364641	Farmland
14	13.5574321702795	1.53111919434741	0.222542036091909	Urban
6	14.543949561958	3.69617322273552	0.40729658654891	Urban
2	11.4114649183635	5.18447882775217	0.738833762705326	Farmland
13	11.7893755605749	0.914807961322367	0.238901175092906	Farmland
5	15.3956226449392	5.52752904128283	0.308693238068372	Farmland
11	13.5517284927655	1.33396611269563	0.205692641204223	Farmland
5	18.0816332020193	5.93441506521776	0.812968315323815	Woodland
19	15.5308040011835	0.884331820998341	0.0288725562859327	Farmland
6	15.2861032408838	5.84871783480048	0.0936096243094653	Urban
53	19.0152368718378	2.00735848071054	0.383872814010829	Woodland
16	13.6178830919945	0.042844788171351	0.875623811269179	Woodland
25	17.278448139361	3.59367418242618	0.132193455006927	Woodland
21	15.6959740361376	3.3512286292389	0.507965453201905	Woodland
1	15.0637001957393	5.49995010299608	0.987152285641059	Urban
22	12.7699703932789	0.0815738621167839	0.396746400743723	Woodland
7	16.0017842862234	5.29690216854215	0.775608081370592	Farmland
6	18.8143402618693	5.73039782233536	0.918909132713452	Woodland
5	12.6685478440786	2.53746775444597	0.286609124625102	Urban
3	13.0717990488472	5.00990135734901	0.47073062765412	Urban
12	14.3137983908867	5.65760050993413	0.118603738024831	Woodland
46	17.4247343323627	1.04269262496382	0.0540143267717212	Woodland
21	17.7061243519677	3.066043227911	0.398020001826808	Farmland
23	20.243671111707	1.961099086795	0.429648692952469	Farmland
21	16.1952391650268	3.02069124346599	0.609445766080171	Farmland
7	13.3940704447579	3.23472972912714	0.628968051169068	Farmland
3	13.4974671747167	5.57041389355436	0.477023635059595	Farmland
9	16.79783445853	1.96870336867869	0.906353268539533	Urban
52	16.2501677985651	0.42562923906371	0.0524584236554801	Woodland
27	18.3997894012389	2.22889991942793	0.153963483404368	Farmland
7	12.7162066150221	5.0201212707907	0.373684352263808	Woodland
12	13.5499549269915	2.92083158204332	0.456233696546406	Farmland
14	12.1737320948742	1.40028161276132	0.528103893622756	Woodland
14	14.2929509509163	2.65672033187002	0.601247418904677	Farmland
33	19.0105053692447	1.98678545141593	0.327862573089078	Woodland
3	14.8178443325314	4.82024480262771	0.964615602511913	Woodland
13	13.990276190679	4.58654308039695	0.414573868038133	Farmland
36	17.2264464157761	0.265770534519106	0.390606116503477	Farmland
7	16.6286895055777	3.86228247871622	0.635065148817375	Urban
34	14.2838118989487	0.034796261228621	0.69674533768557	Farmland
11	17.2056581313626	2.20670607592911	0.471432991558686	Urban
8	14.1576098034309	5.75265988754109	0.729656799929217	Woodland
9	13.1612963629967	1.80986098665744	0.365119837457314	Farmland
8	13.7279938462457	1.23073124047369	0.356380854733288	Urban
7	12.8194820646855	3.07097262796015	0.557972882408649	Urban
18	11.8390424131146	1.82913007959723	0.165655225981027	Woodland
5	18.5015090718015	2.04072205116972	0.624273827066645	Urban
7	14.8977728659169	5.62319493060932	0.0917793696280569	Woodland
39	15.7848830883884	1.95907797245309	0.197524895658717	Woodland
6	13.0177723488832	5.04491214919835	0.627627921057865	Farmland
52	20.5035296678559	1.64631539164111	0.823302355827764	Woodland
19	13.503904693023	2.1613607313484	0.758116390090436	Woodland
24	13.5677491386821	0.358931341208518	0.477383361198008	Woodland
14	14.6695539224124	3.05689174029976	0.47696162876673	Woodland
8	11.3650336635911	4.31354983476922	0.105351033620536	Woodland
14	18.5417999910496	3.50665558688343	0.55934195080772	Woodland
9	13.4456948800508	4.53265060298145	0.975784711306915	Woodland
10	15.6451683435447	3.14732390502468	0.937924694502726	Woodland
16	14.0947954478489	3.26004613749683	0.396483682096004	Woodland
18	12.3674284823038	1.9518124605529	0.240430043777451	Woodland
13	15.5899407279755	3.7176835751161	0.718288684729487	Woodland
7	15.8271954038826	5.50505829183385	0.897924488177523	Woodland
5	15.2600987177455	4.08383385278285	0.165470902808011	Urban
5	15.8526034719921	4.44607652630657	0.454081188887358	Urban
25	17.2247490299087	0.847162668127567	0.959815823473036	Woodland
13	12.4496432579473	1.22590575367212	0.310055895708501	Urban
12	15.5560332158606	3.46419068612158	0.613569704582915	Woodland
50	19.3654803883113	1.0826480537653	0.0698129434604198	Woodland
13	12.7954760306747	1.99160658661276	0.927105455426499	Woodland
14	11.3457021552583	1.93221206171438	0.769700059201568	Woodland
15	15.3732715752649	2.00564639735967	0.393636663677171	Farmland
19	13.6950948114468	1.92898398404941	0.758273173123598	Woodland
19	12.8309753803191	3.52888745069504	0.465393528109416	Woodland
10	13.0993362362345	0.409724391996861	0.98672171169892	Urban
3	11.4422026322277	2.93326341267675	0.709466252708808	Urban
16	12.7506403887273	0.67293723905459	0.997968409676105	Woodland
9	17.7737489292829	4.91010474460199	0.237010329263285	Urban
25	12.3872884342344	1.47267000004649	0.0987931156996638	Farmland
8	12.7320188545902	1.7042568270117	0.7214905845467	Farmland
7	15.7006900934937	2.8097724490799	0.636086141923442	Urban
21	13.2872541403082	0.983434688765556	0.737335390411317	Woodland
18	18.6901659756685	3.38416274450719	0.802851234329864	Farmland
11	11.875040641467	1.23736920347437	0.966811812948436	Woodland
14	16.8496460621201	0.610082608647645	0.796937330625951	Urban
11	21.0565824534169	5.89851409848779	0.829146716510877	Woodland
32	15.901382602908	1.70736134564504	0.59336343058385	Woodland
29	10.5371758144684	0.725905738770962	0.030567393405363	Woodland
8	16.7312701142287	3.32785337464884	0.17308028973639	Urban
28	20.2898739767872	3.38736842432991	0.964322919026017	Woodland
27	16.7878181092636	1.34385984158143	0.286641600774601	Farmland
8	16.3049181909807	4.49304756475613	0.80866181710735	Farmland
7	15.4050888413688	4.98488873429596	0.708106429781765	Woodland
24	21.6444428938757	4.88785710884258	0.4736834152136	Farmland
23	14.4987320089313	1.8382385764271	0.242238906677812	Woodland
25	11.4344379705271	0.913403812330216	0.498014954617247	Woodland
16	14.3177286781377	5.05043178470805	0.321915054228157	Woodland
1	12.7202366310208	2.36374603305012	0.922256062040105	Urban
9	14.0831313917002	3.1752434852533	0.162341317394748	Urban
14	15.0894879562175	5.32825208734721	0.750557535793632	Woodland
5	11.2008326470436	5.69687189301476	0.331698123598471	Farmland
25	12.5254137563334	0.875358900055289	0.228412044001743	Woodland
21	16.0949870589899	2.08387017063797	0.492178234271705	Woodland
14	11.670104932936	1.64453573338687	0.472728811437264	Woodland
10	13.3985429986219	2.44296163413674	0.40241448325105	Urban
6	11.0765982166915	3.80053714569658	0.429008127190173	Woodland
22	20.5323073548606	3.44372767629102	0.349753338610753	Farmland
15	18.8758499519951	3.47813070192933	0.67984470189549	Woodland
14	12.0056350730646	1.93900489574298	0.695842951536179	Woodland
3	14.3398697354811	4.69528977200389	0.563837156165391	Urban
22	17.6241977518594	1.88177110394463	0.929257998475805	Farmland
9	16.0143806511298	1.5673406040296	0.542812896193936	Urban
11	14.0806589710884	4.22998141357675	0.755715600214899	Woodland
16	17.714962607931	4.20523039251566	0.608308283379301	Woodland
6	13.021060111685	3.83230572659522	0.396777412621304	Farmland
6	10.8609264469319	0.414196631871164	0.667259096400812	Farmland
4	13.7758413031375	5.07696525519714	0.42244421876967	Urban
24	10.7713748723596	0.4800742152147	0.275301770307124	Woodland
23	12.9766996496113	2.42763913795352	0.599596434738487	Woodland
3	15.7189792364773	5.81944621168077	0.240933838300407	Urban
9	13.0360083416452	1.70059100165963	0.168418471235782	Urban
10	16.9294608915114	5.51878070784733	0.481346936896443	Farmland
16	14.9130672321946	3.9198404434137	0.821387068601325	Woodland
8	14.1607714460351	4.0595819153823	0.630693688057363	Farmland
13	19.8761192781569	3.00499595236033	0.42323462665081	Urban
36	22.2713328261338	1.68280947580934	0.960640511475503	Farmland
28	21.8020221367743	3.78979263128713	0.87659469852224	Farmland
8	14.3955325082632	3.12924458133057	0.918227796675637	Urban
11	16.2527107292188	0.655997657217085	0.108814422506839	Urban
19	16.1186253411977	3.73959864350036	0.014322493923828	Woodland
11	13.8364825194324	3.9457985186018	0.726697355275974	Woodland
3	11.8267215359552	5.653188677039	0.0681865476071835	Farmland
22	17.86694911332	3.62009586626664	0.179073316510767	Woodland
20	18.5308114159852	3.59956613229588	0.384624143829569	Woodland
5	18.9506472461828	4.90023940661922	0.746871889336035	Farmland
28	17.9681323847459	2.86897120205685	0.255074664019048	Woodland
45	17.9704978677791	0.143228247296065	0.246639549965039	Woodland
8	13.5467883559529	2.53062852099538	0.970800590468571	Farmland
12	16.855837968992	3.95097659155726	0.641471489798278	Woodland
17	20.165889045225	1.62862980924547	0.542898911284283	Urban
17	19.7607454596647	4.37483127973974	0.520035784225911	Woodland
15	15.5049206926696	4.22711634077132	0.404147633817047	Woodland
14	13.3293247108711	3.61007307143882	0.47872906900011	Woodland
23	17.1147182736316	3.43070828961208	0.0584715225268155	Farmland
24	14.2119047532228	1.65752098476514	0.312538764905185	Woodland
12	16.9741939632127	0.485465061385185	0.436712201219052	Urban
12	14.4502270696481	2.22769076004624	0.952069752151147	Woodland
23	14.9055556136284	3.34666060796008	0.203683540225029	Woodland
20	13.0845387670639	0.775256860535592	0.605253731366247	Woodland
63	16.922457786688	0.238539041485637	0.200951534556225	Woodland
10	11.9280725347361	5.88425217568874	0.408924609655514	Farmland
11	13.5715551357083	1.08699057390913	0.0828868187963963	Urban
30	19.263752712951	1.87598824733868	0.870240952121094	Woodland
43	19.200850687995	1.78491496201605	0.160164167173207	Woodland
13	17.165901960367	3.39649515878409	0.870129721006379	Woodland
8	14.2904527228838	4.26305936509743	0.272672773106024	Urban
4	9.77790546509069	0.27714102063328	0.00398210785351694	Urban
25	17.748182283235	0.35883204638958	0.712573893833905	Farmland
11	17.6584261337058	5.7625571815297	0.635639329208061	Woodland
20	19.8169536845894	2.58719627000391	0.928712262306362	Farmland
12	17.5928369682663	4.47137794643641	0.00575348129495978	Urban
2	7.8291740335127	2.14760253857821	0.0953773283399642	Urban
9	14.404024365486	3.53494012635201	0.639879749389365	Farmland
23	23.2603233104861	1.77026041131467	0.423829679144546	Urban
15	16.3453830934105	4.72844502422959	0.862895107828081	Woodland
15	17.9298268984292	2.26406644983217	0.844094174448401	Urban
14	17.1221706224171	0.958837855607271	0.50350851402618	Urban
12	13.076611879223	4.78388728899881	0.696226119762287	Woodland
8	14.3582686355036	5.94442511536181	0.664173787692562	Woodland
12	14.4687149722393	4.44275064580142	0.387164185754955	Woodland
25	19.4241839422805	2.63712529465556	0.337225971743464	Farmland
3	12.6822925208324	3.14013715367764	0.145885297795758	Urban
4	11.7895072714312	5.6081955358386	0.249184354674071	Woodland
12	13.1373385583339	1.68628455977887	0.999876925721765	Woodland
8	17.3456525331668	3.67915457580239	0.176871314877644	Urban
3	16.0941412074225	5.65531264711171	0.370637561194599	Urban
9	15.5489566956855	2.46446094335988	0.334770052693784	Farmland
8	19.4804219426026	3.06310554547235	0.719847481930628	Urban
5	12.3779666757823	2.8941760151647	0.885233771521598	Farmland
27	18.2180118207175	2.62492158450186	0.466594421304762	Farmland
31	15.3851957683771	0.0194430858828127	0.446752252290025	Woodland
9	12.2291515522769	1.96486634993926	0.580118108773604	Farmland
12	15.9701254349497	2.57461796142161	0.383249290287495	Urban
13	15.5099466703682	3.37943821214139	0.676921064266935	Farmland
7	16.5131221654418	3.99666226375848	0.316282236250117	Urban
20	17.800334109149	3.1855950714089	0.8444851313252	Farmland
5	11.0390249740337	4.56387678533792	0.148767842445523	Urban
4	10.6630732611763	5.31411487190053	0.704313798807561	Woodland
5	15.7012226824564	5.70404466055334	0.951290629338473	Woodland
3	12.4645749697192	4.74549180222675	0.503057887312025	Urban
30	17.9289646959016	2.51325628068298	0.24599245749414	Woodland
9	14.4474362873904	2.94999973615631	0.140321505721658	Urban
21	16.6260667011038	1.2007620013319	0.933295124676079	Farmland
13	18.8822122801137	4.66199224675074	0.93428685516119	Woodland
5	13.2349278293892	5.45875008171424	0.291149079566821	Farmland
30	12.9445307215937	0.447277398314327	0.0617424484807998	Farmland
10	14.2224085739372	1.01815003249794	0.385519380448386	Farmland
26	19.4777109593687	3.27954378537834	0.180106538813561	Woodland
26	18.4992118661267	1.23974232142791	0.458398059010506	Farmland
26	18.3503634910635	3.10245773429051	0.341777407098562	Farmland
6	13.3672826897236	3.22638905933127	0.821898142807186	Farmland
7	12.8356342084673	5.17247285787016	0.469394634943455	Woodland
11	12.7356713622449	1.83737485483289	0.853221211815253	Woodland
12	18.7621382681427	3.53884475911036	0.565127140842378	Farmland
15	13.9106380917971	1.68301275651902	0.0497600634116679	Farmland
3	12.1222966438745	2.63722413126379	0.703165876213461	Urban
