"price" "beds" "living" "baths" "sqmt" "epc" "tax" "date" "link" "house" "lat" "lon" "rooms" "commute_time" "commute_time_minutes"
1450 4 2 2 131 "e" "f" 2024-07-16 "https://www.aspc.co.uk/search/property/426309/10-Gordon-Terrace/Aberdeen/" "10 Gordon Terrace" 57.2057292711555 -2.18835335276098 6 6694 111.566666666667
550 1 1 1 52 "c" "b" 2024-07-16 "https://www.aspc.co.uk/search/property/426288/40-Linksfield-Gardens/Aberdeen/" "40 Linksfield Gardens" 57.1619536366881 -2.09572836441757 2 1225 20.4166666666667
1200 3 2 1 100 "d" "e" 2024-07-16 "https://www.aspc.co.uk/search/property/425775/Avondale--19-Forbes-Street/Aberdeen/" "Avondale, 19 Forbes Street" 57.1514812720939 -2.11191869386538 5 1997 33.2833333333333
750 2 1 1 61 "c" "d" 2024-07-16 "https://www.aspc.co.uk/search/property/425687/16-Candlemakers-Lane/Aberdeen/" "16 Candlemakers Lane" 57.151118180894 -2.09950135276098 3 2064 34.4
1000 2 1 1 98 "d" "e" 2024-07-16 "https://www.aspc.co.uk/search/property/425668/39-Cromwell-Road/Aberdeen/" "39 Cromwell Road" 57.1375329047705 -2.133628 3 4222 70.3666666666667
550 1 1 1 35 "c" "b" 2024-07-16 "https://www.aspc.co.uk/search/property/425641/23-Charleston-Gardens/Aberdeen/" "23 Charleston Gardens" 57.0968364501945 -2.09752895337363 2 7940 132.333333333333
825 2 1 2 61 "c" "d" 2024-07-16 "https://www.aspc.co.uk/search/property/425634/Flat-5--2a-Deemount-Terrace/Aberdeen/" "Flat 5, 2a Deemount Terrace" 57.1335660902576 -2.10249904662636 3 3885 64.75
1100 3 2 2 89 "c" "f" 2024-07-16 "https://www.aspc.co.uk/search/property/425510/14-Callum-Wynd/Aberdeen/" "14 Callum Wynd" 57.1595759092113 -2.22846636441757 5 7763 129.383333333333
500 1 1 1 54 "d" "b" 2024-07-16 "https://www.aspc.co.uk/search/property/425434/38b-Charlotte-Street/Aberdeen/" "38b Charlotte Street" 57.1507691818639 -2.1040838717775 2 1905 31.75
595 1 1 1 48 "c" "b" 2024-07-16 "https://www.aspc.co.uk/search/property/425433/29-Wallfield-Place/Aberdeen/" "29 Wallfield Place" 57.1482763643902 -2.12059743435711 2 2653 44.2166666666667
525 1 1 1 30 "d" "a" 2024-07-16 "https://www.aspc.co.uk/search/property/425288/Second-Floor-Left--10c-King-Street/Aberdeen/" "Second Floor Left, 10c King Street" 57.148516181875 -2.09317799999999 2 2316 38.6
700 2 1 1 61 "c" "c" 2024-07-16 "https://www.aspc.co.uk/search/property/425234/25b-Cairnfield-Place/Aberdeen/" "25b Cairnfield Place" 57.1752983643102 -2.16497096503022 3 3516 58.6
995 3 1 2 122 "c" "f" 2024-07-16 "https://www.aspc.co.uk/search/property/425222/14-Elmhill-House--Shaw-Crescent/Aberdeen/" "14 Elmhill House, Shaw Crescent" 57.1570458158871 -2.12350128282144 4 1757 29.2833333333333
1350 3 1 2 98 "c" "e" 2024-07-16 "https://www.aspc.co.uk/search/property/425153/14-Brooke-Rise/Aberdeen/" "14 Brooke Rise" 57.1490351782934 -2.21678505828306 4 7096 118.266666666667
725 2 1 1 50 "c" "d" 2024-07-16 "https://www.aspc.co.uk/search/property/425122/67-Bloomfield-Court/Aberdeen/" "67 Bloomfield Court" 57.1352711645156 -2.1120824257638 3 3777 62.95
475 1 1 1 46 "d" "a" 2024-07-16 "https://www.aspc.co.uk/search/property/425116/33-Ashgrove-Gardens-South/Aberdeen/" "33 Ashgrove Gardens South" 57.1570621811829 -2.14235972883514 2 2596 43.2666666666667
900 2 2 2 124 "e" "f" 2024-07-16 "https://www.aspc.co.uk/search/property/425064/3-Abbotsford-Place/Aberdeen/" "3 Abbotsford Place" 57.1378729868025 -2.10299501165659 4 3444 57.4
800 2 1 1 68 "c" "d" 2024-07-16 "https://www.aspc.co.uk/search/property/425043/15-Laurel-Avenue/Aberdeen/" "15 Laurel Avenue" 57.179627643963 -2.12875835276098 3 1805 30.0833333333333
975 4 2 1 109 "c" "d" 2024-07-16 "https://www.aspc.co.uk/search/property/425039/81-Sunnyside-Road/Aberdeen/" "81 Sunnyside Road" 57.1610011819144 -2.10685269386537 6 797 13.2833333333333
750 2 1 1 67 "c" "c" 2024-07-16 "https://www.aspc.co.uk/search/property/424979/86B-Middlefield-Place/Aberdeen/" "86B Middlefield Place" 57.1689171798618 -2.13831769386537 3 2190 36.5
600 2 1 1 72 "d" "b" 2024-07-16 "https://www.aspc.co.uk/search/property/424961/44-Overhill-Gardens/Aberdeen/" "44 Overhill Gardens" 57.1833010012565 -2.11451339938734 3 2437 40.6166666666667
800 2 1 1 62 "b" "e" 2024-07-16 "https://www.aspc.co.uk/search/property/424939/154D-Gray-Street/Aberdeen/" "154D Gray Street" 57.1308229098098 -2.11764169386537 3 4127 68.7833333333333
650 2 1 1 57 "d" "b" 2024-07-16 "https://www.aspc.co.uk/search/property/424912/4B-Urquhart-Street/Aberdeen/" "4B Urquhart Street" 57.1551317255023 -2.09082101165659 3 1877 31.2833333333333
900 2 1 2 65 "c" "c" 2024-07-16 "https://www.aspc.co.uk/search/property/424743/69-Mearns-Street/Aberdeen/" "69 Mearns Street" 57.1466301804307 -2.08939122453844 3 2611 43.5166666666667
1500 5 3 3 250 "c" "g" 2024-07-16 "https://www.aspc.co.uk/search/property/424656/3-McKays-Park/Aberdeen/" "3 McKay's Park" 57.2588960053476 -2.08636867055219 8 9970 166.166666666667
600 1 1 1 56 "d" "a" 2024-07-16 "https://www.aspc.co.uk/search/property/424261/9-Summer-Place/Aberdeen/" "9 Summer Place" 57.2039495495545 -2.19048696503023 2 6515 108.583333333333
595 2 1 1 41 "d" "a" 2024-07-16 "https://www.aspc.co.uk/search/property/424167/29-Gladstone-Place/Aberdeen/" "29 Gladstone Place" 57.1718269164388 -2.12546079877468 3 1430 23.8333333333333
1800 3 1 2 91 "c" "b" 2024-07-16 "https://www.aspc.co.uk/search/property/370602/18a-Golden-Square/Aberdeen/" "18a Golden Square" 57.1458126369945 -2.10571659754937 4 2607 43.45
750 2 1 2 60 "c" "d" 2024-07-20 "https://www.aspc.co.uk/search/property/426516/188-Merkland-Lane/Aberdeen/" "188 Merkland Lane" 57.1583193637483 -2.08958005828295 3 1678 27.9666666666667
875 2 1 2 71 "b" "d" 2024-07-20 "https://www.aspc.co.uk/search/property/426517/7-Midstocket-View/Aberdeen/" "7 Midstocket View" 57.1511820916521 -2.1498703294478 3 3424 57.0666666666667
1150 3 2 1 100 "d" "e" 2024-07-20 "https://www.aspc.co.uk/search/property/426547/Avondale--19-Forbes-Street/Aberdeen/" "Avondale, 19 Forbes Street" 57.1514896376719 -2.11191198834335 5 1967 32.7833333333333
1200 3 1 1 100 "c" "f" 2024-07-20 "https://www.aspc.co.uk/search/property/426549/84-Burnieboozle-Crescent/Aberdeen/" "84 Burnieboozle Crescent" 57.1358461819372 -2.16458534110439 4 5520 92
675 2 1 1 58 "c" "c" 2024-07-20 "https://www.aspc.co.uk/search/property/426550/40-Mineralwell-View/Stonehaven/" "40 Mineralwell View" 56.9723727208198 -2.2141313294478 3 20953 349.216666666667
925 2 1 2 88 "d" "e" 2024-07-20 "https://www.aspc.co.uk/search/property/426554/3-Caledonian-Court/Aberdeen/" "3 Caledonian Court" 57.1391829966119 -2.102129 3 3283 54.7166666666667
425 1 0 1 27 "g" "a" 2024-07-20 "https://www.aspc.co.uk/search/property/426581/Top-Floor-Left--11-Commerce-Street/Aberdeen/" "Top Floor Left, 11 Commerce Street" 57.1470418167088 -2.08765938773075 1 2592 43.2
1900 4 2 2 186 "b" "g" 2024-07-20 "https://www.aspc.co.uk/search/property/426584/3-Sleigh-Park/Inverurie/" "3 Sleigh Park" 57.341084562381 -2.42004502331318 6 26219 436.983333333333
650 2 1 1 66 "d" "d" 2024-07-20 "https://www.aspc.co.uk/search/property/426588/134-Oldcroft-Place/Aberdeen/" "134 Oldcroft Place" 57.157625909151 -2.14568967055219 3 2743 45.7166666666667
850 2 1 2 84 "b" "d" 2024-07-20 "https://www.aspc.co.uk/search/property/426600/84-Burnside-Road/Aberdeen/" "84 Burnside Road" 57.1994791901521 -2.18170006993954 3 6162 102.7
800 2 1 1 58 "c" "d" 2024-07-20 "https://www.aspc.co.uk/search/property/426621/7-Wellside-Circle/Aberdeen/" "7 Wellside Circle" 57.1596940907994 -2.21201564417573 3 6936 115.6
1000 2 1 2 81 "b" "d" 2024-07-20 "https://www.aspc.co.uk/search/property/426630/31-May-Baird-Gardens/Aberdeen/" "31 May Baird Gardens" 57.1565000908213 -2.12088536441757 3 1740 29
900 2 1 2 88 "b" "d" 2024-07-20 "https://www.aspc.co.uk/search/property/426635/6-Persley-Den-Gardens/Aberdeen/" "6 Persley Den Gardens" 57.1757655690325 -2.14253435276098 3 2859 47.65
595 1 1 1 34 "c" "a" 2024-07-20 "https://www.aspc.co.uk/search/property/426640/50-Claremont-Street/Aberdeen/" "50 Claremont Street" 57.1386724496023 -2.1212623294478 2 3649 60.8166666666667
750 3 1 1 84 "d" "c" 2024-08-05 "https://www.aspc.co.uk/search/property/426649/4-Crown-Terrace/Aberdeen/" "4 Crown Terrace" 57.1441684543109 -2.10160931779121 4 2773 46.2166666666667
1650 4 2 2 135 "b" "f" 2024-08-05 "https://www.aspc.co.uk/search/property/426657/3-Clark-Avenue/Banchory/" "3 Clark Avenue" 57.0612516407338 -2.48029431779121 6 24382 406.366666666667
1500 4 2 2 153 "c" "f" 2024-08-05 "https://www.aspc.co.uk/search/property/426658/7-Schoolhill-Place/Aberdeen/" "7 Schoolhill Place" 57.0724228177511 -2.127358 6 10816 180.266666666667
1100 4 1 2 133 "e" "e" 2024-08-05 "https://www.aspc.co.uk/search/property/426663/21-High-Street/Banchory/" "21 High Street" 57.0518817235516 -2.50999030613462 5 25746 429.1
525 1 1 1 46 "e" "b" 2024-08-05 "https://www.aspc.co.uk/search/property/426664/123-Fairview-Circle/Aberdeen/" "123 Fairview Circle" 57.1830777255759 -2.14511501165659 2 2701 45.0166666666667
750 2 1 2 80 "c" "c" 2024-08-05 "https://www.aspc.co.uk/search/property/426673/Butlers-Cottage/Insch/" "Butlers Cottage" 57.3297419416559 -2.54423096503022 3 29822 497.033333333333
1500 4 4 2 283 "d" "c" 2024-08-05 "https://www.aspc.co.uk/search/property/426674/Lower-Whitehills--Lochside/Montrose/" "Lower Whitehills, Lochside" 56.7747473050367 -2.43214937607416 8 44499 741.65
450 1 1 1 33 "d" "a" 2024-08-05 "https://www.aspc.co.uk/search/property/426690/Top-Floor-Right--79-Menzies-Road/Aberdeen/" "Top Floor Right, 79 Menzies Road" 57.1356134515399 -2.09267135276098 2 3649 60.8166666666667
1050 3 1 2 94 "e" "b" 2024-08-05 "https://www.aspc.co.uk/search/property/426697/4-School-Cottage/Stonehaven/" "4 School Cottage" 56.9056902562368 -2.26930199999999 4 28768 479.466666666667
750 2 1 2 71 "c" "d" 2024-08-05 "https://www.aspc.co.uk/search/property/426699/102-Merkland-Lane/Aberdeen/" "102 Merkland Lane" 57.158320090866 -2.0895023294478 3 1684 28.0666666666667
650 2 1 1 46 "c" "a" 2024-08-05 "https://www.aspc.co.uk/search/property/426706/158f-Hutcheon-Street/Aberdeen/" "158f Hutcheon Street" 57.1534852729539 -2.11100395337363 3 1685 28.0833333333333
550 1 1 1 44 "c" "a" 2024-08-05 "https://www.aspc.co.uk/search/property/426711/Flat-C--62-Holburn-Street/Aberdeen/" "Flat C, 62 Holburn Street" 57.1412993628058 -2.11324967055219 2 3108 51.8
750 2 1 1 65 "c" "c" 2024-08-05 "https://www.aspc.co.uk/search/property/426719/Flat-M-Torwood--Leslie-Place/Inverurie/" "Flat M Torwood, Leslie Place" 57.2721018820857 -2.37010513987908 3 18745 312.416666666667
875 2 1 2 67 "c" "d" 2024-08-05 "https://www.aspc.co.uk/search/property/426724/120-Urquhart-Road/Aberdeen/" "120 Urquhart Road" 57.1548904550295 -2.08713668220878 3 2075 34.5833333333333
800 2 1 1 80 "c" "d" 2024-08-05 "https://www.aspc.co.uk/search/property/426745/8-Bellfield-View/Aberdeen/" "8 Bellfield View" 57.1509317319054 -2.22064475214832 3 7107 118.45
875 3 1 1 112 "f" "d" 2024-08-05 "https://www.aspc.co.uk/search/property/426749/Druidsfield/Alford/" "Druidsfield" 57.2475029353268 -2.69918363558243 4 35612 593.533333333333
850 3 1 1 74 "d" "b" 2024-08-05 "https://www.aspc.co.uk/search/property/426751/Flat-A--6-Printfield-Walk/Aberdeen/" "Flat A, 6 Printfield Walk" 57.1682294546657 -2.12231065889561 4 1108 18.4666666666667
1100 3 2 1 98 "c" "d" 2024-08-05 "https://www.aspc.co.uk/search/property/426752/35-Fraser-Drive/Westhill/" "35 Fraser Drive" 57.1509913671656 -2.29323864723901 5 10884 181.4
1050 3 1 1 59 "d" "d" 2024-08-05 "https://www.aspc.co.uk/search/property/426766/43c-Regent-Walk/Aberdeen/" "43c Regent Walk" 57.1645004526976 -2.094732 4 864 14.4
650 1 1 1 44 "c" "b" 2024-08-05 "https://www.aspc.co.uk/search/property/426774/17-Trinity-Court/Westhill/" "17 Trinity Court" 57.1551469092119 -2.28069434110439 2 10520 175.333333333333
525 1 1 1 36 "d" "a" 2024-08-05 "https://www.aspc.co.uk/search/property/426805/60-Esslemont-Avenue/Aberdeen/" "60 Esslemont Avenue" 57.1491010906394 -2.11647652760983 2 2428 40.4666666666667
1800 4 2 2 195 "b" "b" 2024-08-05 "https://www.aspc.co.uk/search/property/426809/22-Sycamore-Grove/Inverurie/" "22 Sycamore Grove" 57.2811963645718 -2.40609343435711 6 21036 350.6
495 2 1 1 49 "e" "a" 2024-08-05 "https://www.aspc.co.uk/search/property/426811/12-Main-Street/Huntly/" "12 Main Street" 57.2877196445281 -2.87339831779121 3 46113 768.55
575 1 1 1 43 "d" "a" 2024-08-05 "https://www.aspc.co.uk/search/property/426814/67-Nether-Blackhall/Inverurie/" "67 Nether Blackhall" 57.2878868188106 -2.40096435276098 2 21308 355.133333333333
1400 3 1 2 133 "e" "e" 2024-08-05 "https://www.aspc.co.uk/search/property/426834/41-Albury-Place/Aberdeen/" "41 Albury Place" 57.138305717112 -2.10680231779121 4 3424 57.0666666666667
1395 4 2 3 135 "c" "f" 2024-08-05 "https://www.aspc.co.uk/search/property/426836/4-Duffshill-Drive/Aberdeen/" "4 Duffshill Drive" 57.0762840045292 -2.12760367055219 6 10124 168.733333333333
525 1 1 1 40 "d" "b" 2024-08-05 "https://www.aspc.co.uk/search/property/426837/80-Fonthill-Road/Aberdeen/" "80 Fonthill Road" 57.1374666324749 -2.11243804662636 2 3576 59.6
700 2 1 1 60 "d" "d" 2024-08-05 "https://www.aspc.co.uk/search/property/426838/542C-Great-Western-Road/Aberdeen/" "542C Great Western Road" 57.1311074509863 -2.13860135276098 3 4805 80.0833333333333
650 1 1 1 47 "d" "c" 2024-08-05 "https://www.aspc.co.uk/search/property/426847/Flat-4--207-Great-Western-Road/Aberdeen/" "Flat 4, 207 Great Western Road" 57.1367359987382 -2.1207466239256 2 3761 62.6833333333333
600 2 1 1 58 "d" "b" 2024-08-05 "https://www.aspc.co.uk/search/property/426869/5A-Loirston-Place/Aberdeen/" "5A Loirston Place" 57.1344469903034 -2.07857506993954 3 4174 69.5666666666667
795 2 1 1 59 "b" "d" 2024-08-05 "https://www.aspc.co.uk/search/property/426870/25G-Seaforth-Road/Aberdeen/" "25G Seaforth Road" 57.1563591822381 -2.09395806993954 3 1621 27.0166666666667
1295 3 1 2 72 "e" "c" 2024-08-05 "https://www.aspc.co.uk/search/property/426884/Flat-1C--16-Bridge-Street/Aberdeen/" "Flat 1C, 16 Bridge Street" 57.1451793565392 -2.10187803496977 4 2589 43.15
895 2 1 1 90 "c" "e" 2024-08-05 "https://www.aspc.co.uk/search/property/426897/9-Corunna-Place/Aberdeen/" "9 Corunna Place" 57.1810377245925 -2.08481470552196 3 2034 33.9
750 2 1 1 60 "c" "b" 2024-08-05 "https://www.aspc.co.uk/search/property/426907/Flat-D--21-Seaton-Road/Aberdeen/" "Flat D, 21 Seaton Road" 57.1690855453215 -2.0923429883434 3 929 15.4833333333333
650 3 1 1 72 "c" "a" 2024-08-05 "https://www.aspc.co.uk/search/property/426913/69-Queen-Street/Peterhead/" "69 Queen Street" 57.5077616209488 -1.782893 4 38027 633.783333333333
600 1 1 1 40 "c" "a" 2024-08-05 "https://www.aspc.co.uk/search/property/426920/835-Great-Northern-Road/Aberdeen/" "835 Great Northern Road" 57.1730203628087 -2.14704068220878 2 2477 41.2833333333333
750 2 1 1 57 "d" "d" 2024-08-05 "https://www.aspc.co.uk/search/property/426935/Flat-6-Bonnymuir-Court--Bonnymuir-Place/Aberdeen/" "Flat 6, Bonnymuir Court, Bonnymuir Place" 57.1518160915991 -2.12995638773075 3 2590 43.1666666666667
650 2 1 1 60 "d" "c" 2024-08-05 "https://www.aspc.co.uk/search/property/426953/21-Station-Court/Banchory/" "21 Station Court" 57.0518017118456 -2.48871398834341 3 24661 411.016666666667
725 2 1 1 58 "d" "c" 2024-08-05 "https://www.aspc.co.uk/search/property/426981/35-Esslemont-Drive/Inverurie/" "35 Esslemont Drive" 57.2797814563123 -2.3875439883434 3 20108 335.133333333333
3200 5 4 2 167 "c" "g" 2024-08-05 "https://www.aspc.co.uk/search/property/426985/49-Woodlands-Avenue/Aberdeen/" "49 Woodlands Avenue" 57.1234684500477 -2.16658102331318 9 6732 112.2
850 2 1 2 77 "b" "d" 2024-08-05 "https://www.aspc.co.uk/search/property/426992/63-McIntosh-Crescent/Aberdeen/" "63 McIntosh Crescent" 57.2128078963834 -2.18987897668681 3 7346 122.433333333333
820 2 1 2 62 "b" "c" 2024-08-05 "https://www.aspc.co.uk/search/property/427001/8-Birchlee--Blackhall-Road/Inverurie/" "8 Birchlee, Blackhall Road" 57.2840372818759 -2.39167494171704 3 20607 343.45
700 2 1 1 65 "c" "b" 2024-08-05 "https://www.aspc.co.uk/search/property/427012/42-Prunier-Drive/Peterhead/" "42 Prunier Drive" 57.5114818008706 -1.80968502331318 3 38211 636.85
595 1 1 1 34 "e" "b" 2024-08-05 "https://www.aspc.co.uk/search/property/427019/5F-Allan-Street/Aberdeen/" "5F Allan Street" 57.1356579986799 -2.117455 2 3787 63.1166666666667
795 2 1 1 60 "c" "c" 2024-08-05 "https://www.aspc.co.uk/search/property/427021/9-Trinity-Court/Westhill/" "9 Trinity Court" 57.1551469092119 -2.28066617791212 3 10518 175.3
1250 2 1 2 90 "c" "e" 2024-08-05 "https://www.aspc.co.uk/search/property/427036/28-Queens-Highlands/Aberdeen/" "28 Queens Highlands" 57.1393928180801 -2.14314501165659 3 4364 72.7333333333333
425 1 0 1 27 "g" "a" 2024-08-05 "https://www.aspc.co.uk/search/property/427041/Top-Floor-Left--11-Commerce-Street/Aberdeen/" "Top Floor Left, 11 Commerce Street" 57.1470418167088 -2.08764128282144 1 2592 43.2
900 2 1 1 70 "c" "e" 2024-08-06 "https://www.aspc.co.uk/search/property/427062/3c-St-Devenicks-Crescent/Aberdeen/" "3c St. Devenicks Crescent" 57.1179680898743 -2.17394335276098 3 7042 117.366666666667
750 2 1 1 58 "b" "d" 2024-08-09 "https://www.aspc.co.uk/search/property/427129/49-Charleston-Road-North/Aberdeen/" "49 Charleston Road North" 57.1053019045148 -2.09543328282144 3 6806 113.433333333333
700 2 1 1 60 "d" "d" 2024-08-09 "https://www.aspc.co.uk/search/property/427130/542C-Great-Western-Road/Aberdeen/" "542C Great Western Road" 57.1311165490131 -2.13860336441757 3 4804 80.0666666666667
695 2 1 1 59 "c" "b" 2024-08-09 "https://www.aspc.co.uk/search/property/427131/142-Morrison-Drive/Aberdeen/" "142 Morrison Drive" 57.122970550014 -2.1456162012253 3 5754 95.9
1600 2 1 2 91 "b" "e" 2024-08-09 "https://www.aspc.co.uk/search/property/427153/16-Queens-Highlands/Aberdeen/" "16 Queens Highlands" 57.1393942734388 -2.1431497055219 3 4364 72.7333333333333
525 1 1 1 35 "e" "a" 2024-08-09 "https://www.aspc.co.uk/search/property/427166/44-Esslemont-Avenue/Aberdeen/" "44 Esslemont Avenue" 57.1485959981388 -2.11566228282144 2 2479 41.3166666666667
875 3 2 1 101 "d" "e" 2024-08-09 "https://www.aspc.co.uk/search/property/427181/36-Malcolm-Road/Aberdeen/" "36 Malcolm Road" 57.1775498182677 -2.17405 5 3959 65.9833333333333
825 2 1 1 78 "c" "c" 2024-08-09 "https://www.aspc.co.uk/search/property/427188/47-Ramsay-Road/Stonehaven/" "47 Ramsay Road" 56.9656280231111 -2.225224 3 21748 362.466666666667
1250 3 1 2 92 "d" "c" 2024-08-09 "https://www.aspc.co.uk/search/property/427195/17-Edgehill-Gardens/Aberdeen/" "17 Edgehill Gardens" 57.2338465523492 -2.09994264723901 4 7119 118.65
825 2 1 1 60 "d" "d" 2024-08-15 "https://www.aspc.co.uk/search/property/427225/67-Candlemakers-Lane-Loch-Street/Aberdeen/" "67 Candlemakers Lane, Loch Street" 57.1511210906891 -2.09950068220878 3 2064 34.4
