"Price" "Bedrooms" "PublicRooms" "Rooms" "Bathrooms" "FloorArea" "EPC" "Tax" "DayAdded" "PropertyURL" "Address" "Latitude" "Longitude" "UniCommuteTime" "HouseType" "Furnished"
695 2 1 3 1 69 "D" "C" 0 "https://www.aspc.co.uk/search/property/428082/7a-Ashvale-Place/Aberdeen/" "7a Ashvale Place" 57.14098 -2.11374 52.5333333333333 "Flat" "Fully furnished"
750 3 2 5 1 80 "C" "A" 0 "https://www.aspc.co.uk/search/property/428064/7-Fountain-Street/Banff/" "7 Fountain Street" 57.66877 -2.530637 932.45 "Terraced" "Fully furnished"
975 2 1 3 1 60 "C" "D" 0 "https://www.aspc.co.uk/search/property/428061/10-Kellands-Rise/Inverurie/" "10 Kellands Rise" 57.2808 -2.386356 339.433333333333 "Semi-Detached" "Unfurnished"
500 2 1 3 1 57 "C" "B" 0 "https://www.aspc.co.uk/search/property/428060/Flat-3,--53-Deveron-Street/Huntly/" "Flat 3,  53 Deveron Street" 57.44833 -2.788801 797.85 "Flat" "Unfurnished"
595 2 1 3 1 61 "C" "D" 0 "https://www.aspc.co.uk/search/property/428056/26K-Fraser-Mews,--Fraser-Road/Aberdeen/" "26K Fraser Mews,  Fraser Road" 57.15474 -2.108398 24.5333333333333 "Flat" "Unfurnished"
1300 3 1 4 1 155 "E" "F" 0 "https://www.aspc.co.uk/search/property/428038/57-Braemar-Road/Ballater/" "57 Braemar Road" 57.05106 -3.052935 897.983333333333 "Detached" "Fully furnished"
525 1 1 2 1 35 "E" "A" 0 "https://www.aspc.co.uk/search/property/428020/55-Esslemont-Avenue/Aberdeen/" "55 Esslemont Avenue" 57.14889 -2.116338 40.7166666666667 "Flat" "Fully furnished"
825 2 1 3 2 75 "B" "D" 0 "https://www.aspc.co.uk/search/property/427981/94-Burnside-Road/Aberdeen/" "94 Burnside Road" 57.19997 -2.180492 101.9 "Flat" "Fully furnished"
850 2 1 3 1 68 "D" "C" 0 "https://www.aspc.co.uk/search/property/427966/125-North-Deeside-Road/Peterculter/" "125 North Deeside Road" 57.09601 -2.263814 198.45 "Flat" "Unfurnished"
750 2 1 3 1 54 "B" "D" 0 "https://www.aspc.co.uk/search/property/427960/18-Urquhart-Court,--105-Urquhart-Road/Aberdeen/" "18 Urquhart Court,  105 Urquhart Road" 57.15511 -2.088291 33.85 "Flat" "Fully furnished"
450 2 1 3 1 74 "E" "E" 0 "https://www.aspc.co.uk/search/property/427942/2-Queen-Street/Fraserburgh/" "2 Queen Street" 57.69574 -2.114215 911.25 "Flat" "Unfurnished"
995 3 2 5 1 104 "E" "E" 0 "https://www.aspc.co.uk/search/property/427858/2-Fetteresso-Terrace/Stonehaven/" "2 Fetteresso Terrace" 56.96672 -2.217172 355.616666666667 "Semi-Detached" "Unfurnished"
675 2 1 3 1 60 "B" "B" 0 "https://www.aspc.co.uk/search/property/427852/8-The-Stables,--The-Square/Peterhead/" "8 The Stables,  The Square" 57.5252 -2.001154 592.733333333333 "Flat" "Part furnished"
600 2 1 3 1 57 "E" "B" 0 "https://www.aspc.co.uk/search/property/427849/84-Victoria-Street/Aberdeen/" "84 Victoria Street" 57.2048 -2.188998 107.433333333333 "Flat" "Fully furnished"
575 1 1 2 1 43 "D" "B" 0 "https://www.aspc.co.uk/search/property/427845/Flat-K,--4-Trinity-Lane/Aberdeen/" "Flat K,  4 Trinity Lane" 57.14567 -2.096273 41.1 "Flat" "Fully furnished"
750 2 2 4 1 81 "E" "A" 0 "https://www.aspc.co.uk/search/property/427814/3-Bullers-Of-Buchan/Peterhead/" "3 Bullers Of Buchan" 57.43256 -1.822088 521.466666666667 "Semi-Detached" "Part furnished"
780 3 2 5 2 110 "C" "D" 0 "https://www.aspc.co.uk/search/property/427802/67a,--Mid-Street/Keith/" "67a,  Mid Street" 57.53853 -2.950433 1014.71666666667 "Detached" "Unfurnished"
1295 3 1 4 2 133 "E" "E" 0 "https://www.aspc.co.uk/search/property/427783/41-Albury-Place/Aberdeen/" "41 Albury Place" 57.13832 -2.106805 58.4666666666667 "Flat" "Fully furnished"
1200 4 2 6 2 175 "E" "G" 0 "https://www.aspc.co.uk/search/property/427777/Latchcroft,--Foveran/Ellon/" "Latchcroft,  Foveran" 57.30891 -2.05352 238.15 "Detached" "Unfurnished"
550 2 1 3 1 41 "D" "A" 0 "https://www.aspc.co.uk/search/property/427769/29-Gladstone-Place/Aberdeen/" "29 Gladstone Place" 57.17184 -2.125362 23.8 "Flat" "Part furnished"
1800 4 3 7 2 180 "C" "G" 0 "https://www.aspc.co.uk/search/property/427759/17-Springdale-Road/Aberdeen/" "17 Springdale Road" 57.11682 -2.207908 148.633333333333 "Detached" "Unfurnished"
1700 4 3 7 2 166 "C" "G" 0 "https://www.aspc.co.uk/search/property/427748/16-Kesson-Gardens/Westhill/" "16 Kesson Gardens" 57.15902 -2.325064 209.066666666667 "Detached" "Part furnished"
495 1 1 2 1 38 "D" "B" 0 "https://www.aspc.co.uk/search/property/427725/Flat-17,-Charlotte-Mews,--46-Charlotte-Street/Aberdeen/" "Flat 17, Charlotte Mews,  46 Charlotte Street" 57.15109 -2.104351 31.55 "Flat" "Unfurnished"
1300 4 2 6 2 149 "E" "F" 0 "https://www.aspc.co.uk/search/property/427714/14-Cairnfield-Place/Aberdeen/" "14 Cairnfield Place" 57.15111 -2.128241 42.7 "Terraced" "Unfurnished"
675 2 1 3 2 80 "D" "C" 0 "https://www.aspc.co.uk/search/property/427697/14-Copeman-Avenue/Peterhead/" "14 Copeman Avenue" 57.50307 -1.802321 623.816666666667 "Semi-Detached" "Part furnished"
850 2 1 3 1 110 "C" "C" 0 "https://www.aspc.co.uk/search/property/427691/17-Modley-Avenue/Ellon/" "17 Modley Avenue" 57.36386 -2.08584 338.033333333333 "Semi-Detached" "Unfurnished"
800 2 1 3 1 62 "E" "D" 0 "https://www.aspc.co.uk/search/property/427688/15-Pitstruan-Place/Aberdeen/" "15 Pitstruan Place" 57.13494 -2.121361 66.3 "Flat" "Fully furnished"
525 1 1 2 1 55 "D" "A" 0 "https://www.aspc.co.uk/search/property/427687/3-Eigie-Walk/Aberdeen/" "3 Eigie Walk" 57.2478 -2.053022 151.25 "Flat" "Fully furnished"
995 2 2 4 1 88 "E" "E" 0 "https://www.aspc.co.uk/search/property/427685/20-Fonthill-Road/Aberdeen/" "20 Fonthill Road" 57.13701 -2.10559 59.4 "Flat" "Fully furnished"
825 2 1 3 1 65 "D" "D" 0 "https://www.aspc.co.uk/search/property/427673/Shalder,--Mount-Street/Banchory/" "Shalder,  Mount Street" 57.05386 -2.506361 429.066666666667 "Flat" "Unfurnished"
900 2 1 3 1 89 "D" "E" 0 "https://www.aspc.co.uk/search/property/427660/Wyona,--Station-Road/Inverurie/" "Wyona,  Station Road" 57.33248 -2.328017 357.65 "Detached" "Unfurnished"
1000 3 1 4 1 59 "D" "D" 0 "https://www.aspc.co.uk/search/property/427643/43c-Regent-Walk/Aberdeen/" "43c Regent Walk" 57.16449 -2.094732 14.4666666666667 "Flat" "Fully furnished"
1595 5 5 10 3 370 "D" "F" 0 "https://www.aspc.co.uk/search/property/427610/The-Old-Kirk/Insch/" "The Old Kirk" 57.32241 -2.534502 482.216666666667 "Detached" "Part furnished"
850 2 2 4 1 89 "C" "C" 0 "https://www.aspc.co.uk/search/property/427601/2-Eigie-Avenue/Aberdeen/" "2 Eigie Avenue" 57.24761 -2.054453 148.666666666667 "Terraced" "Unfurnished"
750 2 1 3 1 64 "D" "C" 0 "https://www.aspc.co.uk/search/property/427592/Flat-A,--5-Cuparstone-Court/Aberdeen/" "Flat A,  5 Cuparstone Court" 57.14037 -2.114869 54.45 "Flat" "Fully furnished"
850 3 1 4 1 90 "E" "C" 0 "https://www.aspc.co.uk/search/property/427586/44-Abbotswell-Drive/Aberdeen/" "44 Abbotswell Drive" 57.12379 -2.112625 84.7666666666667 "Flat" "Part furnished"
750 2 1 3 1 57 "D" "D" 0 "https://www.aspc.co.uk/search/property/427579/Flat-6,-Bonnymuir-Court,--Bonnymuir-Place/Aberdeen/" "Flat 6, Bonnymuir Court,  Bonnymuir Place" 57.15181 -2.129947 42.7166666666667 "Flat" "Fully furnished"
800 4 1 5 1 171 "F" "D" 0 "https://www.aspc.co.uk/search/property/427578/Newbigging/Huntly/" "Newbigging" 57.32219 -2.780702 708.116666666667 "Detached" "Unfurnished"
595 1 1 2 1 39 "C" "A" 0 "https://www.aspc.co.uk/search/property/427576/309-Lee-Crescent-North/Aberdeen/" "309 Lee Crescent North" 57.1948 -2.129652 55.25 "Flat" "Fully furnished"
750 2 1 3 1 49 "C" "B" 0 "https://www.aspc.co.uk/search/property/427573/71-Kirk-Brae/Aberdeen/" "71 Kirk Brae" 57.12081 -2.180863 121.483333333333 "Flat" "Fully furnished"
850 2 1 3 1 66 "B" "D" 0 "https://www.aspc.co.uk/search/property/427569/52-Albury-Mansions/Aberdeen/" "52 Albury Mansions" 57.13996 -2.107796 54.05 "Flat" "Fully furnished"
1600 5 1 6 2 127 "B" "E" 0 "https://www.aspc.co.uk/search/property/427562/5-Osprey-Rise/Inverurie/" "5 Osprey Rise" 57.29696 -2.368131 359.95 "Detached" "Unfurnished"
750 3 1 4 1 76 "E" "E" 0 "https://www.aspc.co.uk/search/property/427543/Terryhorn-Bunaglow/Huntly/" "Terryhorn Bunaglow" 57.44721 -2.888735 888.066666666667 "Detached" "Unfurnished"
730 2 1 3 1 61 "C" "C" 0 "https://www.aspc.co.uk/search/property/427522/16-Cowie-Park/Stonehaven/" "16 Cowie Park" 56.97001 -2.208415 341.9 "Flat" "Part furnished"
600 1 1 2 1 43 "E" "C" 0 "https://www.aspc.co.uk/search/property/427518/3-The-Stables,-Pitcaple-Castle/Inverurie/" "3 The Stables, Pitcaple Castle" 57.32339 -2.450742 420.633333333333 "Terraced" "Part furnished"
950 2 1 3 1 83 "B" "D" 0 "https://www.aspc.co.uk/search/property/427501/29j-Seaforth-Road/Aberdeen/" "29j Seaforth Road" 57.15638 -2.092963 27.9 "Flat" "Part furnished"
700 2 1 3 1 58 "C" "D" 0 "https://www.aspc.co.uk/search/property/427497/38-Glendale-Mews/Aberdeen/" "38 Glendale Mews" 57.14108 -2.110065 51.8 "Flat" "Fully furnished"
695 2 1 3 1 65 "C" "C" 0 "https://www.aspc.co.uk/search/property/427455/26-Pitmedden-Mews/Aberdeen/" "26 Pitmedden Mews" 57.21137 -2.190238 118.833333333333 "Flat" "Unfurnished"
795 3 1 4 1 72 "D" "C" 0 "https://www.aspc.co.uk/search/property/427450/12-Huntly-Mews/Aboyne/" "12 Huntly Mews" 57.07566 -2.777047 645.55 "Flat" "Fully furnished"
800 2 1 3 1 61 "C" "C" 0 "https://www.aspc.co.uk/search/property/427426/6-Joss-Court/Aberdeen/" "6 Joss Court" 57.17799 -2.08925 26.8666666666667 "Flat" "Fully furnished"
525 2 1 3 1 61 "D" "A" 0 "https://www.aspc.co.uk/search/property/427416/Flat-2,--24-High-Street/Turriff/" "Flat 2,  24 High Street" 57.5374 -2.461853 696.966666666667 "Flat" "Unfurnished"
850 2 1 3 1 60 "C" "D" 0 "https://www.aspc.co.uk/search/property/427370/61-Millburn-Street/Aberdeen/" "61 Millburn Street" 57.13876 -2.099307 54.05 "Flat" "Unfurnished"
625 3 1 4 1 94 "D" "E" 0 "https://www.aspc.co.uk/search/property/427357/18-Den-View/Peterhead/" "18 Den View" 57.52001 -2.138291 604.266666666667 "Semi-Detached" "Unfurnished"
1350 4 2 6 2 124 "C" "F" 0 "https://www.aspc.co.uk/search/property/427322/4-Chestnut-Crescent/Banchory/" "4 Chestnut Crescent" 57.05972 -2.475203 398.383333333333 "Detached" "Unfurnished"
625 2 1 3 1 52 "C" "D" 0 "https://www.aspc.co.uk/search/property/427307/2-Station-Court/Banchory/" "2 Station Court" 57.05118 -2.500922 421.2 "Flat" "Unfurnished"
595 2 1 3 1 50 "C" "B" 0 "https://www.aspc.co.uk/search/property/427293/2d-Station-Brae/Ellon/" "2d Station Brae" 57.36734 -2.086102 339.9 "Flat" "Unfurnished"
695 2 1 3 1 66 "D" "B" 0 "https://www.aspc.co.uk/search/property/427291/45-Fetteresso-Terrace/Stonehaven/" "45 Fetteresso Terrace" 56.9667 -2.22071 358.15 "Flat" "Unfurnished"
1200 4 2 6 2 137 "D" "G" 0 "https://www.aspc.co.uk/search/property/427241/8-Craigendarroch-Walk/Ballater/" "8 Craigendarroch Walk" 57.05221 -3.045027 895.4 "Detached" "Part furnished"
500 2 1 3 1 55 "C" "B" 0 "https://www.aspc.co.uk/search/property/427239/31D-Gordon-Street/Huntly/" "31D Gordon Street" 57.44659 -2.787802 797.566666666667 "Flat" "Unfurnished"
1250 3 1 4 2 92 "D" "C" 0 "https://www.aspc.co.uk/search/property/427195/17-Edgehill-Gardens/Aberdeen/" "17 Edgehill Gardens" 57.23385 -2.099946 118.366666666667 "Detached" "Unfurnished"
795 2 1 3 1 60 "C" "C" 0 "https://www.aspc.co.uk/search/property/427021/9-Trinity-Court/Westhill/" "9 Trinity Court" 57.15515 -2.280693 174.15 "Flat" "Unfurnished"
825 2 1 3 2 77 "B" "C" 0 "https://www.aspc.co.uk/search/property/426992/63-McIntosh-Crescent/Aberdeen/" "63 McIntosh Crescent" 57.2128 -2.189883 121.033333333333 "Flat" "Fully furnished"
2900 5 4 9 2 167 "C" "G" 0 "https://www.aspc.co.uk/search/property/426985/49-Woodlands-Avenue/Aberdeen/" "49 Woodlands Avenue" 57.12347 -2.166577 112.133333333333 "Detached" "Part furnished"
895 2 1 3 1 90 "C" "E" 0 "https://www.aspc.co.uk/search/property/426897/9-Corunna-Place/Aberdeen/" "9 Corunna Place" 57.18103 -2.084808 33.9666666666667 "Flat" "Unfurnished"
1100 3 2 5 1 98 "C" "D" 0 "https://www.aspc.co.uk/search/property/426752/35-Fraser-Drive/Westhill/" "35 Fraser Drive" 57.15098 -2.293242 180.366666666667 "Terraced" "Unfurnished"
875 3 1 4 1 112 "F" "D" 0 "https://www.aspc.co.uk/search/property/426749/Druidsfield/Alford/" "Druidsfield" 57.24751 -2.699189 592.45 "Detached" "Unfurnished"
750 2 1 3 2 80 "C" "C" 0 "https://www.aspc.co.uk/search/property/426673/Butlers-Cottage/Insch/" "Butlers Cottage" 57.32975 -2.544237 497.95 "Semi-Detached" "Unfurnished"
1100 4 1 5 2 133 "E" "E" 0 "https://www.aspc.co.uk/search/property/426663/21-High-Street/Banchory/" "21 High Street" 57.05188 -2.509995 428.8 "Semi-Detached" "Unfurnished"
1500 4 2 6 2 153 "C" "F" 0 "https://www.aspc.co.uk/search/property/426658/7-Schoolhill-Place/Aberdeen/" "7 Schoolhill Place" 57.07242 -2.127358 178.933333333333 "Detached" "Unfurnished"
1150 3 1 4 2 84 "C" "E" 0 "https://www.aspc.co.uk/search/property/426405/3-Brockwood-Place/Aberdeen/" "3 Brockwood Place" 57.21061 -2.290451 188.05 "Detached" "Part furnished"
800 2 1 3 1 68 "C" "C" 0 "https://www.aspc.co.uk/search/property/425862/36-Auchmill-Terrace/Aberdeen/" "36 Auchmill Terrace" 57.17293 -2.15688 51.7 "Terraced" "Unfurnished"
700 2 1 3 1 65 "B" "E" 0 "https://www.aspc.co.uk/search/property/424633/9-McPherson-House,--Mortimers-Lane/Inverurie/" "9 McPherson House,  Mortimers Lane" 57.28855 -2.382864 345.916666666667 "Flat" "Part furnished"
1800 3 1 4 2 91 "C" "B" 0 "https://www.aspc.co.uk/search/property/370602/18a-Golden-Square/Aberdeen/" "18a Golden Square" 57.14581 -2.105671 43.2666666666667 "Flat" "Fully furnished"
700 2 1 3 1 60 "D" "B" 1 "https://www.aspc.co.uk/search/property/428686/Flat-E,--8-Urquhart-Street/Aberdeen/" "Flat E,  8 Urquhart Street" 57.15548 -2.090763 30.7666666666667 "Flat" "Fully furnished"
550 3 1 4 1 59 "E" "B" 3 "https://www.aspc.co.uk/search/property/428692/7a-Granary-Street/Huntly/" "7a Granary Street" 57.44634 -2.785688 795.733333333333 "Flat" "Unfurnished"
575 1 1 2 1 44 "D" "C" 6 "https://www.aspc.co.uk/search/property/428744/8A-Watson-Street/Aberdeen/" "8A Watson Street" 57.15009 -2.117614 40.0333333333333 "Flat" "Part furnished"
950 2 1 3 2 64 "D" "D" 6 "https://www.aspc.co.uk/search/property/428724/235-Great-Western-Road/Aberdeen/" "235 Great Western Road" 57.13672 -2.120657 62.2833333333333 "Flat" "Fully furnished"
750 3 1 4 1 81 "D" "D" 6 "https://www.aspc.co.uk/search/property/428719/2-Crichie-Farm-Cottages/Inverurie/" "2 Crichie Farm Cottages" 57.26673 -2.380446 321.916666666667 "Detached" "Unfurnished"
1400 3 1 4 1 100 "C" "F" 6 "https://www.aspc.co.uk/search/property/428718/84-Burnieboozle-Crescent/Aberdeen/" "84 Burnieboozle Crescent" 57.13585 -2.164584 91.4 "Semi-Detached" "Unfurnished"
1300 4 2 6 2 113 "C" "F" 6 "https://www.aspc.co.uk/search/property/428716/85B-Ann-Street/Stonehaven/" "85B Ann Street" 56.96674 -2.210431 348.316666666667 "Terraced" "Unfurnished"
900 2 1 3 1 63 "D" "D" 8 "https://www.aspc.co.uk/search/property/428843/Top-Floor-Flat,--68-Forest-Avenue/Aberdeen/" "Top Floor Flat,  68 Forest Avenue" 57.14142 -2.132394 62.45 "Flat" "Fully furnished"
650 1 1 2 1 47 "C" "A" 8 "https://www.aspc.co.uk/search/property/428805/9-Dee-Place/Aberdeen/" "9 Dee Place" 57.14184 -2.102474 49.3833333333333 "Flat" "Fully furnished"
1200 2 2 4 2 94 "C" "E" 8 "https://www.aspc.co.uk/search/property/428796/32-Desswood-Place/Aberdeen/" "32 Desswood Place" 57.14592 -2.126589 50.2333333333333 "Flat" "Fully furnished"
700 2 1 3 1 58 "D" "B" 8 "https://www.aspc.co.uk/search/property/428787/63-Ruthrieston-Circle/Aberdeen/" "63 Ruthrieston Circle" 57.12893 -2.120958 74.2333333333333 "Flat" "Fully furnished"
675 2 1 3 1 69 "D" "C" 17 "https://www.aspc.co.uk/search/property/429047/4-Cortes-Crescent/Fraserburgh/" "4 Cortes Crescent" 57.68428 -2.019866 858.616666666667 "Semi-Detached" "Unfurnished"
550 1 1 2 1 44 "D" "C" 17 "https://www.aspc.co.uk/search/property/429013/8A-Watson-Street/Aberdeen/" "8A Watson Street" 57.15009 -2.117614 40.0333333333333 "Flat" "Part furnished"
995 4 1 5 2 121 "C" "E" 17 "https://www.aspc.co.uk/search/property/429009/Broomlea/Insch/" "Broomlea" 57.30826 -2.625772 569.916666666667 "Detached" "Unfurnished"
975 2 1 3 2 77 "C" "E" 17 "https://www.aspc.co.uk/search/property/428983/10-Denhead/Aberdeen/" "10 Denhead" 57.12041 -2.177991 123.416666666667 "Flat" "Fully furnished"
695 1 1 2 1 49 "C" "C" 17 "https://www.aspc.co.uk/search/property/428959/5-St.-Leonards-Court,--Bath-Street/Stonehaven/" "5 St. Leonards Court,  Bath Street" 56.96781 -2.211498 348.466666666667 "Flat" "Fully furnished"
